"","x"
"ACTN4P2",0.351172370604321
"ACTR10",-2.14566202714899
"ACTR1A",-1.05613515559103
"ACTR1B",1.05959252833188
"ACTR2",-0.690903936689212
"ACTR3",-0.973613777587411
"ACTR3B",0.407138093117615
"ACTR3C",0.540774579263877
"ACTR5",-1.00466712462138
"ACTR6",-1.01259412994506
"ACTR8",-0.405647114457031
"ACVR1",0.373678318771016
"ACVR1B",-0.270346491377228
"ACVR1C",1.3488077435933
"ACVR2A",-0.987917830389417
"ACVR2B",1.09153961972969
"ACVR2B-AS1",0.708554054504028
"ACY1",0.285162492386911
"ACY3",-0.116291620699516
"ACYP1",0.793733172668829
"ACYP2",1.36221885968368
"ADA",-2.99766119694434
"ADA2",1.22886997548284
"ADAD2",-0.905641236858595
"ADAL",1.27225677095103
"ADAM10",-0.657681670584492
"ADAM11",-0.70037346838731
"ADAM12",-0.987329209481197
"ADAM15",-0.293605236263507
"ADAM17",-1.3385203482458
"ADAM19",-0.541388899188687
"ADAM1A",2.19924042629035
"ADAM1B",1.01613970067189
"ADAM20",1.07954874481931
"ADAM20P1",1.30364191184204
"ADAM21",1.07338414425715
"ADAM22",-1.1882776865947
"ADAM23",0.824337923103018
"ADAM28",0.409485320489202
"ADAM32",-0.935008977558985
"ADAM8",0.429563634149356
"ADAM9",-2.20416113256124
"ADAMDEC1",1.71267706962755
"ADAMTS1",-0.656520176395828
"ADAMTS10",-1.65544165097554
"ADAMTS13",0.245283959608398
"ADAMTS14",0.991178840944701
"ADAMTS15",-1.21672566869926
"ADAMTS16",1.23888161325657
"ADAMTS17",0.0626292231412028
"ADAMTS2",-0.111340152598798
"ADAMTS4",-0.510141817656967
"ADAMTS6",-0.392839512053577
"ADAMTS7",-2.98045737697137
"ADAMTS7P3",-0.199109487272239
"ADAMTS7P4",0.982209321923873
"ADAMTS8",1.91539806161317
"ADAMTSL3",-0.421103688204153
"ADAMTSL4",-1.3235189968259
"ADAMTSL4-AS1",-2.160102027001
"ADAMTSL5",0.389029464275374
"ADAP1",0.686392260700933
"ADAP2",0.0711710535799707
"ADAR",-1.20915713707534
"ADARB1",1.49761556231376
"ADARB2",0.357578371300663
"ADAT1",0.813437585079975
"ADAT2",-0.0438448923051023
"ADAT3",0.740583365457232
"ADCK1",0.575265686475781
"ADCK2",-0.267014700675105
"ADCK5",0.860566626003864
"ADCY1",-0.902274120383631
"ADCY10",-1.2818183357163
"ADCY10P1",-1.00117114780562
"ADCY3",-0.937390839346172
"ADCY4",-2.39499258233469
"ADCY5",0.916266649278875
"ADCY6",0.142692331557194
"ADCY7",1.2077567591252
"ADCY9",0.598461617350433
"ADD1",0.565707855829105
"ADD2",-0.595844200666373
"ADD3",-0.593362371470376
"ADD3-AS1",-0.595668542953433
"ADGRA2",-0.744635948976405
"ADGRA3",-1.95352684960184
"ADGRB1",-0.512937919772094
"ADGRB2",0.340165480437801
"ADGRD1",-1.48173196840449
"ADGRE1",2.38255109214959
"ADGRE2",-1.51918727330024
"ADGRE3",0.375663014051355
"ADGRE4P",1.63271087594284
"ADGRE5",-1.80893590798
"ADGRF2",-0.742941212665826
"ADGRF3",1.30879610619174
"ADGRF5P1",0.0303711416102535
"ADGRG1",-1.03885872494693
"ADGRG2",0.931223667846355
"ADGRG3",-2.56633365800088
"ADGRG5",-0.626899395238704
"ADGRL1",1.05718464435029
"ADGRV1",-0.0144547992946362
"ADH1A",1.59313441228441
"ADH4",-0.175607089677709
"ADH5",-1.03182819317294
"ADH6",0.243644695966347
"ADHFE1",-0.96985554008622
"ADI1",-0.867536120504057
"ADIPOR1",-2.88753873193869
"ADIPOR2",1.18017787981316
"ADIRF-AS1",0.155130955479779
"ADK",-1.27226522082633
"ADM",-0.522181535557096
"ADM2",0.292453450346948
"ADM5",-0.33802789758537
"ADNP",-0.247710239064556
"ADNP-AS1",-0.731006158224832
"ADNP2",-1.90806804853255
"ADO",0.544514451268117
"ADORA2A",-1.17169116941009
"ADORA2A-AS1",-0.859908354586563
"ADORA2B",0.0542956688490164
"ADPGK",-0.284854509939741
"ADPGK-AS1",-1.46687375063035
"ADPRH",0.329201995480267
"ADPRHL1",-0.962974233302517
"ADPRHL2",-1.76432651407355
"ADPRM",0.020646971302583
"ADRB1",-1.98738267425858
"ADRB2",-0.0365942545456771
"ADRM1",-1.6104227729598
"ADSL",-0.892235581035999
"ADSS",-1.28895026886991
"ADSSL1",-1.90859940637752
"ADTRP",-0.666943983278061
"AEBP1",0.427243912186182
"AEBP2",0.475398759598073
"AEN",-0.426811968200308
"AES",-0.76307673280342
"AFAP1",-0.811382516190705
"AFAP1L2",0.771828615050552
"AFDN",-0.0850084408277069
"AFDN-AS1",-0.50027706747441
"AFF1",0.825807102682369
"AFF2",-0.866307580067575
"AFF3",-0.92404842330453
"AFF4",-1.22008199329399
"AFG1L",0.588374822769616
"AFG3L1P",-0.0490084564099885
"AFG3L2",-1.24839802521301
"AFMID",0.805871335629861
"AFTPH",-0.426232998923575
"AGA",-0.200529616014397
"AGAP1",-1.22675858885287
"AGAP10P",1.30802398666886
"AGAP11",-0.147554994736769
"AGAP2",1.51212875179075
"AGAP2-AS1",-0.807759922889908
"AGAP3",-0.618302701691947
"AGAP4",-0.00497212021952295
"AGAP5",1.45800076592479
"AGAP6",0.169398157630065
"AGAP9",1.74003101190891
"AGBL2",1.07568340949505
"AGBL3",-1.75509340192402
"AGBL4",-1.00708736185243
"AGBL5",1.19276254188051
"AGBL5-AS1",-0.927388045854372
"AGBL5-IT1",0.112231006386379
"AGER",0.796680590649194
"AGFG1",-1.23053721292436
"AGFG2",0.883643638125564
"AGGF1",-0.669095034831455
"AGK",-0.377040797724977
"AGL",-0.69675071846513
"AGMAT",0.735076604153993
"AGO1",1.33477791173037
"AGO2",-1.36354893728911
"AGO3",1.01965130494616
"AGO4",0.78892734280704
"AGPAT1",1.52487863792056
"AGPAT2",0.495476585224951
"AGPAT3",0.77669980146379
"AGPAT4",-0.536558011830567
"AGPAT5",-0.554402170272068
"AGPS",-1.03290284701606
"AGRN",0.918531259954538
"AGRP",0.887487714434465
"AGTPBP1",-0.566003126865338
"AGTRAP",0.341251376034735
"AHCTF1",-1.88020160296167
"AHCY",0.632303037464751
"AHCYL1",0.941469938608563
"AHCYL2",1.42655475010774
"AHCYP2",0.274947780996065
"AHDC1",-0.975463783008514
"AHI1",-0.269440673847013
"AHNAK",0.252538871284744
"AHNAK2",0.60136441694004
"AHR",0.711936853468473
"AHRR",-0.513229885047199
"AHSA1",-0.271428056716803
"AHSA2",0.0688927698209048
"AHSP",-2.89063155960362
"AICDA",-0.255727495158282
"AIDA",1.5277242456527
"AIF1",-2.08003050132597
"AIF1L",-0.453948463824445
"AIFM1",0.961393696025818
"AIFM2",0.49088978414025
"AIFM3",0.448616677219901
"AIG1",-0.146752065768921
"AIM2",0.440766277886769
"AIMP1",-2.0315922725651
"AIMP2",-0.0888316088143959
"AIP",-0.82512973863682
"AIRE",0.057676183327999
"AJUBA",-0.123189191856493
"AK1",-0.887361216191782
"AK2",0.845845157202972
"AK3",0.84799280250421
"AK3P2",-0.468837049963599
"AK3P3",-0.43599315400513
"AK3P5",-0.148686609541902
"AK4",0.0337046256421737
"AK4P3",-0.562624558667198
"AK4P4",1.03031971999025
"AK5",0.908297135060822
"AK6",-1.56060102451321
"AK7",-0.518737451527485
"AK8",-0.478835589989709
"AK9",0.529662266490575
"AKAP1",-0.290654138065283
"AKAP10",0.707784575999059
"AKAP11",0.908029990539799
"AKAP12",-0.717876806107508
"AKAP13",-1.09084154643809
"AKAP14",-0.218134556122764
"AKAP17A",0.32163832485401
"AKAP17BP",0.660673954465689
"AKAP2",0.75003984572732
"AKAP3",0.57686266868058
"AKAP5",-0.998854710951492
"AKAP6",0.878072248963674
"AKAP7",0.328293921883059
"AKAP8",-2.23868377818319
"AKAP8L",0.45535857086609
"AKAP9",-1.48927609419923
"AKIP1",-0.326927038619499
"AKIRIN1",-2.62508725257033
"AKIRIN2",-2.15558500407089
"AKNA",-0.564259130531669
"AKR1A1",0.261805383583213
"AKR1B1",-0.0557183673972592
"AKR1C3",-1.90828421501376
"AKR1D1",0.358360982649226
"AKR7A2",0.734808597715226
"AKR7A2P1",-1.688414946818
"AKR7A3",-0.469442307309698
"AKR7L",-0.613948884971704
"AKT1",-0.285202048364117
"AKT1S1",0.803498347271938
"AKT2",-0.161148328597567
"AKT3",0.182315791669178
"AKT3-IT1",-0.406461297591607
"AKTIP",0.62833053274392
"ALAD",1.85921860322587
"ALAS1",-0.98660915047216
"ALAS2",-1.76322224824598
"ALB",-0.960283066152664
"ALCAM",-0.773651541260794
"ALDH16A1",0.422787146240063
"ALDH18A1",0.716574776586382
"ALDH1A1",-0.591542852103716
"ALDH1A3",-0.189053488237417
"ALDH1B1",0.688314097712206
"ALDH1L1",-0.94254693403862
"ALDH1L2",0.95161384474719
"ALDH2",-0.150057835268612
"ALDH3A1",0.499864148833039
"ALDH3A2",1.4596392738833
"ALDH3B1",-0.775133441900527
"ALDH4A1",0.903907528058277
"ALDH5A1",0.146309452330357
"ALDH6A1",1.18778075659704
"ALDH7A1",-1.87999921047983
"ALDH8A1",-2.32954002290731
"ALDH9A1",-0.747255651934157
"ALDOA",-0.422529520744613
"ALDOB",1.09345183421327
"ALDOC",-1.18669543142849
"ALG1",1.04230526590981
"ALG10",0.932536750131365
"ALG10B",1.02478090185459
"ALG11",-0.399454695172255
"ALG12",0.432826796351149
"ALG13",-1.37418147689665
"ALG13-AS1",-0.037401813509029
"ALG14",1.47159164081054
"ALG1L",-0.275079181146387
"ALG1L10P",-0.209877933347806
"ALG1L11P",1.28359717470201
"ALG1L13P",0.655605137913584
"ALG1L2",0.404337699588369
"ALG1L6P",0.749751649523061
"ALG1L7P",1.45208763790335
"ALG1L8P",0.92635555660956
"ALG1L9P",0.902101676627899
"ALG2",-0.335802520070709
"ALG3",0.2824587802353
"ALG3P1",0.830366256287142
"ALG5",-0.951942542981879
"ALG6",-0.25046900927204
"ALG8",0.568183105328373
"ALG9",-0.148388703972277
"ALK",0.414170336483886
"ALKAL2",-0.819533071487443
"ALKBH1",-2.1317441777421
"ALKBH2",0.102725545720343
"ALKBH3",1.15760070828151
"ALKBH3-AS1",1.88199329214338
"ALKBH4",-2.02926726665368
"ALKBH5",-0.606995957952411
"ALKBH6",-1.17665695878444
"ALKBH7",-0.466117668142972
"ALKBH8",-0.142510731050216
"ALMS1",0.270520203046012
"ALMS1-IT1",-1.88940096235913
"ALMS1P1",0.800670157251945
"ALOX12",0.522719368350325
"ALOX12-AS1",-0.583787150153582
"ALOX12B",1.06186693482912
"ALOX12P2",-0.967847896940091
"ALOX15",0.505315046803303
"ALOX5",0.121715478465552
"ALOX5AP",0.0488209726653086
"ALOXE3",-0.28132779409097
"ALPK1",0.240942336138626
"ALPK2",-0.975113511872179
"ALPK3",-1.01310583588249
"ALPL",-1.57106080354021
"ALS2",-1.43903944015707
"ALS2CL",-1.04123367306432
"ALS2CR12",-0.784094077121291
"ALYREF",-1.05191774002905
"AMACR",0.0658855937246982
"AMBN",0.426238859066205
"AMBRA1",-1.26305080974174
"AMD1",-1.43584561911716
"AMD1P3",0.526954131166346
"AMDHD1",0.486701011850306
"AMDHD2",-0.0275957685468103
"AMER1",1.32828179226122
"AMFR",-0.0782554326579051
"AMH",0.51588983914135
"AMIGO1",-0.428905713723182
"AMIGO2",1.14749633351649
"AMMECR1",1.49877198086719
"AMMECR1L",-1.1641494438815
"AMN",-0.232320993520247
"AMN1",2.34617828139863
"AMOT",-0.0464071456865107
"AMOTL1",0.0056926861071885
"AMPD2",-0.982523926018078
"AMPD3",1.4072037192242
"AMPH",-0.0681342363463974
"AMT",-1.08085513876252
"AMY2A",1.4103724274084
"AMY2B",-1.0208167052962
"AMZ1",1.35234489888259
"AMZ2",-1.65266559813467
"AMZ2P1",-1.38470342835113
"ANAPC1",-0.70315242751977
"ANAPC10",-2.91450675013397
"ANAPC11",-0.458595492865501
"ANAPC13",-1.06271736083972
"ANAPC15",-0.35742115538698
"ANAPC16",0.906254312773486
"ANAPC1P1",0.0408433066793869
"ANAPC2",-1.14970326841473
"ANAPC4",-0.820171558426838
"ANAPC5",1.92654425163217
"ANAPC7",1.88016510744819
"ANG",-1.27758361951374
"ANGEL1",2.12151928642404
"ANGEL2",-0.625076828999858
"ANGPT2",1.16686247721182
"ANGPT4",-0.211003511204802
"ANGPTL1",1.45648952059028
"ANGPTL2",1.05299019685398
"ANGPTL3",-1.27411484132692
"ANGPTL4",0.618003161058187
"ANGPTL5",-0.103627649701641
"ANGPTL6",1.91004928697816
"ANGPTL7",-0.92817214309319
"ANGPTL8",-1.96289358953024
"ANK1",1.54651469617663
"ANK2",-1.83734213465763
"ANKAR",0.311842473862011
"ANKDD1A",-0.0505447476156047
"ANKDD1B",-1.08816157719761
"ANKEF1",0.0418868644423594
"ANKFY1",0.00363787135591502
"ANKH",-0.0128536644614661
"ANKHD1",-0.61265046174781
"ANKHD1-EIF4EBP3",0.269115730657229
"ANKIB1",0.233989143211931
"ANKK1",-0.356147619619965
"ANKLE1",-0.85554922873212
"ANKLE2",0.723297040842768
"ANKMY1",-0.0427205027019017
"ANKMY2",0.309294643738499
"ANKRA2",-1.26185955689077
"ANKRD1",-1.13128004534773
"ANKRD10",-0.262240391062721
"ANKRD10-IT1",0.834998278310034
"ANKRD11",-0.955642746426536
"ANKRD12",-1.05754333406382
"ANKRD13A",1.16935315941714
"ANKRD13B",1.23449271668081
"ANKRD13C",-1.87485731356745
"ANKRD13D",1.5159834126385
"ANKRD16",2.47531803967141
"ANKRD17",0.472152160430175
"ANKRD18CP",-0.154630239893191
"ANKRD18DP",0.765936206188883
"ANKRD18EP",0.70726141718911
"ANKRD19P",-1.19885729711794
"ANKRD20A11P",1.39327463171367
"ANKRD20A18P",-1.24349816750584
"ANKRD20A4",-0.653802699321799
"ANKRD20A5P",-0.904400807354979
"ANKRD20A7P",-2.08041944804404
"ANKRD20A9P",1.06207137266688
"ANKRD22",-0.834301284410438
"ANKRD23",0.235846477590366
"ANKRD24",-0.576335950652646
"ANKRD26",0.277490409824937
"ANKRD26P1",-0.757566241816559
"ANKRD26P4",1.64624949030869
"ANKRD27",-0.12171568183482
"ANKRD28",-0.802546560777878
"ANKRD30BL",-1.26982387839197
"ANKRD30BP2",-0.923520504305097
"ANKRD31",-0.995837999251554
"ANKRD33B",-1.36715302514728
"ANKRD35",-0.0031310178033663
"ANKRD36",-1.04722574907486
"ANKRD36B",0.203738906596591
"ANKRD36BP2",-2.50701374725481
"ANKRD36C",-0.877070379262137
"ANKRD37",-1.506950149176
"ANKRD39",0.457247904493725
"ANKRD40",-0.53981380314385
"ANKRD42",-0.323440931116777
"ANKRD44",0.819387026185334
"ANKRD44-IT1",2.12628737319391
"ANKRD46",0.665870550009966
"ANKRD49",0.204658523496742
"ANKRD50",-1.18426270123741
"ANKRD52",0.774117912665724
"ANKRD53",-1.72006771342477
"ANKRD54",0.25957448434252
"ANKRD55",1.01829652775066
"ANKRD6",-1.6220445904435
"ANKRD61",0.835544447500783
"ANKRD65",-0.948051436921329
"ANKRD7",0.232347059430483
"ANKRD9",-1.77887608637244
"ANKS1A",-0.688107766779159
"ANKS1B",1.67459473531686
"ANKS3",1.42028351203646
"ANKS4B",-1.61397841790504
"ANKS6",0.311590979610498
"ANKUB1",0.323147794701469
"ANKZF1",0.794593057161979
"ANLN",-1.06068651688701
"ANO10",-1.46571215622603
"ANO6",-0.0586758492034119
"ANO7",-0.872842560229216
"ANO7L1",-0.564835337144849
"ANO8",-0.523951762298257
"ANO9",-1.101364898444
"ANOS2P",-0.360000556184143
"ANP32A",-0.582523460641041
"ANP32AP1",-0.616278561590573
"ANP32B",-2.19428147851858
"ANP32BP1",-0.574996942134963
"ANP32E",-1.06013376771857
"ANPEP",-1.21474889620917
"ANTXR2",0.317730716164217
"ANXA1",-1.83124546652797
"ANXA10",-0.266272319801965
"ANXA11",-1.03384928519435
"ANXA2",0.0900641061777129
"ANXA2P1",0.716333578669708
"ANXA2P2",2.05814676294428
"ANXA2R",-0.971321807418473
"ANXA4",-0.509263666328351
"ANXA5",-0.0890668836164073
"ANXA6",0.62317693314732
"ANXA7",-2.04188516248656
"ANXA9",1.0192792231077
"AOAH",-0.874963817986126
"AOC1",1.43728920766271
"AOC2",-2.34031889172035
"AOC3",-2.63465602532941
"AOC4P",-1.85033879291284
"AP1AR",1.06579913755624
"AP1B1",-1.23155520212999
"AP1G1",-2.31184388544979
"AP1G2",1.10142310344562
"AP1M1",-0.0908432211550811
"AP1S1",0.976090201775491
"AP1S2",0.759827015440798
"AP1S3",-0.344375998374649
"AP2A1",0.891074614070262
"AP2A2",-1.01987489806751
"AP2B1",0.526204867672231
"AP2M1",-0.0395464920736724
"AP2S1",0.846294420484141
"AP3B1",0.17983178697438
"AP3B2",-0.306285221443272
"AP3D1",1.45709992484409
"AP3M1",-0.419505767723973
"AP3M2",-0.703120537784136
"AP3S1",-1.38971721475185
"AP3S2",0.321720340188318
"AP4B1",-1.72394626054488
"AP4B1-AS1",-0.343344622694401
"AP4E1",0.282521181414029
"AP4M1",0.0277102327071079
"AP4S1",0.384452794889664
"AP5B1",2.172320438672
"AP5M1",-1.08352372799778
"AP5S1",-1.10885993098379
"AP5Z1",-0.465792845628608
"APAF1",0.789646450916038
"APBA2",-0.74565339229676
"APBA3",1.53057454726248
"APBB1",-0.91066683792688
"APBB1IP",-0.282553230582768
"APBB2",-0.316050801282319
"APBB3",1.08308136538102
"APC",0.325783644841728
"APC2",1.22278033541928
"APCDD1",2.43633274237664
"APCDD1L-AS1",0.0834780625847143
"APEH",0.846583693520006
"APEX1",-1.95905549742311
"APEX2",-0.442419352731943
"APH1A",-1.69061904947516
"APH1B",0.572318156846716
"API5",-1.67580158989415
"API5P1",2.83413414180343
"APIP",-0.56850369308372
"APLF",0.0432384045237825
"APLN",-0.450500975378876
"APLP1",-1.84907151421063
"APLP2",-0.989869890786078
"APMAP",-0.438518633817336
"APOA1",0.589704989527933
"APOA1-AS",0.814649130877539
"APOBEC2",0.1788241541815
"APOBEC3A",-2.78092938630494
"APOBEC3B",0.228677799913907
"APOBEC3C",0.676776643524671
"APOBEC3D",1.41110542240386
"APOBEC3F",1.19398808285172
"APOBEC3G",0.984072955497092
"APOBEC3H",1.59234300183383
"APOBR",-2.27732353143447
"APOC1",-1.39871274180656
"APOD",-1.42818601557222
"APOE",-1.89242888349747
"APOF",0.240668886664699
"APOL1",1.78320494797506
"APOL2",1.73615945038157
"APOL3",1.03755677699012
"APOL4",-0.968693035614782
"APOL6",0.0440265939300711
"APOLD1",0.71387771200078
"APOM",-1.84869045846219
"APOO",0.59221837315543
"APOOL",-0.497798880398456
"APOPT1",0.966424141079494
"APP",-0.912953462595886
"APPBP2",0.0597714546856613
"APPL1",0.338763664683338
"APPL2",0.535140822079046
"APRT",-0.329094934701396
"APTR",-0.467171724807668
"APTX",-2.5548972317813
"AQP1",-0.642987599017712
"AQP11",1.36142091923859
"AQP3",-0.498825540811899
"AQP7",0.441559353540627
"AQP7P1",-0.991775461207666
"AQP8",-1.6447836436985
"AQP9",-2.97932313824694
"AQR",-0.852554112302031
"ARAF",-1.41832769791205
"ARAP1",0.933162947001217
"ARAP1-AS2",0.0255116987472413
"ARAP2",-0.551345913625803
"ARAP3",-1.16284153086108
"ARC",-2.39098675361455
"ARCN1",-2.91068119725666
"AREG",-1.15850762762307
"AREL1",-1.48624009354165
"ARF1",-1.92276994741834
"ARF1P2",1.1703472548838
"ARF3",1.56862671339913
"ARF4",-1.80475741338627
"ARF4-AS1",-0.949369470512361
"ARF4P2",0.431482543877166
"ARF4P4",0.715393844894936
"ARF5",-0.470729034299228
"ARF6",-0.804885626764283
"ARFGAP1",-1.31335198767257
"ARFGAP2",-1.38394395070288
"ARFGAP3",-1.85604824823439
"ARFGEF1",-1.8194236616107
"ARFGEF2",-0.95880898596493
"ARFIP1",1.29617972984491
"ARFIP2",-2.10084614486252
"ARFRP1",0.367121169821187
"ARG1",-1.21753629572904
"ARG2",-1.15759069197691
"ARGFXP2",1.09157913746153
"ARGLU1",0.189292824546935
"ARHGAP1",-0.72630610929459
"ARHGAP10",-1.48178117468808
"ARHGAP11A",-1.367944354833
"ARHGAP11B",-0.279390259522668
"ARHGAP12",-0.915921185132764
"ARHGAP15",-1.23437330422529
"ARHGAP17",-0.153088904468172
"ARHGAP18",-0.664085100480122
"ARHGAP19",0.343092318941127
"ARHGAP19-SLIT1",-0.407844190982136
"ARHGAP20",-0.32398356039713
"ARHGAP21",0.373005569868468
"ARHGAP22",-0.837258260022701
"ARHGAP24",-1.0909641305407
"ARHGAP25",-3.01854676132114
"ARHGAP26",-1.38835486642178
"ARHGAP27",1.46304496172413
"ARHGAP27P1-BPTFP1-KPNA2P3",-0.393455057249634
"ARHGAP30",0.567944375674866
"ARHGAP31",-0.99633234741361
"ARHGAP31-AS1",0.691727637691192
"ARHGAP32",-1.60709398459897
"ARHGAP33",-1.19752735123617
"ARHGAP35",1.10307331178148
"ARHGAP39",-0.94932562353648
"ARHGAP4",0.191193998838058
"ARHGAP42",0.459132981614289
"ARHGAP44",1.13661787679497
"ARHGAP45",0.946601466361111
"ARHGAP5",0.56719733578032
"ARHGAP5-AS1",1.13283120809484
"ARHGAP6",-0.520089498001928
"ARHGAP8",-1.5183108339506
